1.5 -299 1.5708,-299 -4.5 0,-4.5 299 -1.5708,4.5 -299 1.5708,299 4.5 3.14159,-1.5 299 -1.5708,299 1.5 3.14159,-299 -1.5 0,;road_0_1_0 r r,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r r,
1.5 -296 1.5708,-296 -4.5 0,-4.5 296 -1.5708,4.5 -296 1.5708,296 4.5 3.14159,-1.5 296 -1.5708,296 1.5 3.14159,-296 -1.5 0,;road_0_1_0 r r,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r r,
1.5 -291 1.5708,-291 -4.5 0,-4.5 291 -1.5708,4.5 -291 1.5708,291 4.5 3.14159,-1.5 291 -1.5708,291 1.5 3.14159,-291 -1.5 0,;road_0_1_0 r r,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r r,
1.5 -284 1.5708,-284 -4.5 0,-4.5 284 -1.5708,4.5 -284 1.5708,284 4.5 3.14159,-1.5 284 -1.5708,284 1.5 3.14159,-284 -1.5 0,;road_0_1_0 r r,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r r,
1.5 -275 1.5708,-275 -4.5 0,-4.5 275 -1.5708,4.5 -275 1.5708,275 4.5 3.14159,-1.5 275 -1.5708,275 1.5 3.14159,-275 -1.5 0,;road_0_1_0 r r,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r r,
1.5 -264 1.5708,-264 -4.5 0,-4.5 264 -1.5708,4.5 -264 1.5708,264 4.5 3.14159,-1.5 264 -1.5708,264 1.5 3.14159,-264 -1.5 0,;road_0_1_0 r r,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r r,
1.5 -251 1.5708,-251 -4.5 0,-4.5 251 -1.5708,4.5 -251 1.5708,251 4.5 3.14159,-1.5 251 -1.5708,251 1.5 3.14159,-251 -1.5 0,;road_0_1_0 r r,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r r,
1.5 -236 1.5708,-236 -4.5 0,-4.5 236 -1.5708,4.5 -236 1.5708,236 4.5 3.14159,-1.5 236 -1.5708,236 1.5 3.14159,-236 -1.5 0,;road_0_1_0 r r,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r r,
1.5 -219.665 1.5708,-219.665 -4.5 0,-4.5 219.665 -1.5708,4.5 -219.665 1.5708,219.665 4.5 3.14159,-1.5 219.665 -1.5708,219.665 1.5 3.14159,-219.665 -1.5 0,;road_0_1_0 r r,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r r,
1.5 -202.995 1.5708,-202.995 -4.5 0,-4.5 202.995 -1.5708,4.5 -202.995 1.5708,202.995 4.5 3.14159,-1.5 202.995 -1.5708,202.995 1.5 3.14159,-202.995 -1.5 0,;road_0_1_0 r r,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r r,
